author_handle,content,published_at,like_count,reply_count,parent_id,is_reply
@sunnypark7901,영화제목을 숩게 알수있게 <br>해주세요~,2025-06-05T00:14:57Z,0,0.0,,False
@벵벵벵리,주아인은 왜 안나옴??,2025-06-04T05:21:22Z,1,0.0,,False
@AILIEN-wz3co,지무비님 덕분에 제 인생영화를 찾았어요❤,2025-06-01T14:37:58Z,2,0.0,,False
@보라구미호,근데 간 이식자는 물만 있으면 데드풀 순준급되지 안을까?,2025-06-07T10:28:55Z,0,0.0,,False
@sjak1598,성장판이 홧끈하게 열렸대 ㅋ ㅋ ㅋ ㅋㅇㄱㅋ ㅋ ㅋㅋ ㅋ,2025-11-10T03:14:45Z,0,0.0,,False
@bluelemon5056,"그래서, 라미란씨 초능력은 뭔데요?",2025-06-26T07:39:01Z,0,0.0,,False
@jhyunk3454,재밌게 봤어요.유아인이 확실히 연기는 잘해,2025-07-22T09:52:39Z,0,0.0,,False
@user-qsfgrfbhyedcgt,기봉이는 왜 안나오지?,2025-06-02T16:05:02Z,0,0.0,,False
@lake_summer,저 모든 능력을 가지고 있는 사람이 죽어서 장기기증을 했다?<br>왜 죽었을까? 😂,2025-06-04T23:23:48Z,0,0.0,,False
@버섯순이-o3q,재밌더라,2025-05-30T14:32:38Z,0,0.0,,False
@user-yw8rz2el8i,마녀인가요,2025-06-02T06:57:02Z,0,0.0,,False
@Le-qx7kt,설마 블리치 월아천충 쓴거냐곸ㅋㅋㅋㅋㅋ,2025-06-10T13:10:54Z,0,0.0,,False
@레이노블루이드-세상,아니 딸깍맨은 왜 없어?,2025-08-29T08:33:43Z,0,0.0,,False
@eriwwn2,님들아 영화관 말고 하이파이브 돈내고 집에서 보는 법 없어요?,2025-07-06T08:46:55Z,1,2.0,,False
@user-us5es4sy9w,돈 안내고도 볼수있음,2025-07-11T16:47:55Z,0,,UgzS30qoXBbDD_c7oz94AaABAg,True
@eriwwn2,​@user-us5es4sy9w어떻게 봐요?,2025-07-13T07:47:00Z,0,,UgzS30qoXBbDD_c7oz94AaABAg,True
@강봉희-n2s,근데 이식자 그냥 병원 가서 목록 보면 되는 거 아니예요?,2025-07-28T08:38:08Z,0,0.0,,False
@eliascoria7231,La quiero ver!!!,2025-06-12T20:49:20Z,1,0.0,,False
@박재훈-n5q,갓핑크랑 너무유사한데,2025-06-07T02:15:03Z,1,0.0,,False
@게르베르,아니 흡수랑 회복만 있는데 왜 힘까지 쌔진거징,2025-06-03T08:21:57Z,0,0.0,,False
@TopSevenMovie,title movie please,2025-06-10T01:03:34Z,0,0.0,,False
@seongwooksoh5609,신기하네. 정봉씨가 미남으로 보여요. ^^,2025-06-01T18:41:48Z,0,0.0,,False
@곽밀,리코더 ㄱ웃기네ㅋㅋㅋ,2025-07-24T06:57:46Z,0,0.0,,False
@정정-k2m,재밌겠다,2025-06-01T01:44:22Z,0,0.0,,False
@QWERQWER-rr8gl,근데 궁금한게 췌장을 받은 신구는 왜 힘이 심장받은사람처럼 쎄진거에요??,2025-06-09T06:09:26Z,0,0.0,,False
@황민석-j8u,바르셀로나 태권도?,2025-05-30T11:24:32Z,0,0.0,,False
@매니악-p9b,월하천추~~~~~~~~~~ㅋㅋㅋㅋ,2025-06-02T09:56:00Z,0,0.0,,False
@은효정은효정,Forever young,2025-07-29T19:18:46Z,1,0.0,,False
@빈센조까사노-y9v,재밌겠네 ㅋㅋㅋ,2025-05-30T22:33:35Z,0,0.0,,False
@코인못함,라미란 능력 졸라 궁금하다. ㅋㅋ,2025-06-20T22:57:14Z,0,0.0,,False
@TG-bv9dy,예전에 웹툰 갓핑크 비슷,2025-05-30T12:52:49Z,0,0.0,,False
@롤로토마시-n7e,재밌겠다 ㅋㅋ,2026-01-10T09:52:07Z,0,0.0,,False
@davidbilsen4071,aluien que habla español que me diga como se llama esa pelicula,2025-06-07T23:41:45Z,0,0.0,,False
@Ililillliiili-j3o,아니에요 이거 이거 안웃겨요 그냥 잘만들었어요 진짜 쫀득쫀득 잘만들었어요 하,2025-05-30T15:51:39Z,0,0.0,,False
@나락-p,유아인 다 빼셨네 ㅋㅋ,2025-06-01T13:09:29Z,1,0.0,,False
@msent52,오늘 영화 보고 왔는데 이게 다입니다ㅋㅋㅋ,2025-06-01T13:07:28Z,2,0.0,,False
@AngelRoy-ve1rr,Eng sub plz 😊,2025-05-30T21:09:24Z,0,0.0,,False
@lilililili-0,쿵푸허슬급이네,2025-06-02T04:49:11Z,1,0.0,,False
@접은쌈뽕한베컨,걍 무빙이잖어,2025-06-24T07:58:43Z,0,0.0,,False
@manggo1socks2,방금 보고왓다<br>이 영상에 엑기스 다 나와서 보고가면 노잼 <br>암것도 모르는상태에서 보면 꿀잼,2025-06-17T09:19:15Z,0,0.0,,False
@허니앙꼬,탱크걸 ㅋㅋ,2025-05-31T11:37:55Z,0,0.0,,False
@samayulhyultv,흡성대법!!,2025-05-31T13:02:45Z,0,0.0,,False
@yrj8324,미남자가 연기도 잘함^^ 박미남자❤,2025-07-01T12:14:27Z,1,0.0,,False
@IXN-게임TV,블루투스 맨 어딨어요,2025-06-03T06:30:16Z,0,0.0,,False
@ch-qz5qh,흡성대법이군,2025-06-02T05:37:58Z,0,0.0,,False
@suninreds,근데 악당이 &#39;힘&#39;은 왜 쎄진거에요? 영화보면 나오나요?,2025-06-06T06:34:14Z,0,0.0,,False
@reemmt9411,Jinyoung 💚💚💚💚,2025-06-03T18:16:25Z,1,0.0,,False
@깨-k9c,라미란 능력이 뭙까??,2025-06-03T08:12:13Z,0,0.0,,False
@anjiwoo2002,결말 빼고 잘 봤어요<br>안본 눈 삽니다😢,2025-06-28T13:10:54Z,0,0.0,,False
@nagaha-z4w,日本公開が楽しみです。,2025-07-11T22:35:25Z,0,0.0,,False
@정윤하-t2x,유아인이 한번도 안나오네,2025-06-10T04:20:39Z,1,0.0,,False
@giiwoii,jin youngg ♡,2025-06-01T18:20:27Z,0,0.0,,False
@LeeCH2021,혹시 감독이 주성치?,2025-05-30T19:02:48Z,0,0.0,,False
@jangbbijjoo,주성치가 만들었나요?,2025-06-03T10:16:46Z,0,0.0,,False
@여기서지금,이거 만화야...<br>여기 보이는게.다야...<br>돈 많으면...그냥 보시게,2025-05-30T22:57:07Z,0,0.0,,False
@석석현07,근데 왜 태권도 할 때 양말 안 벗지?,2025-05-30T23:13:27Z,0,0.0,,False
@이소올-k1z,처음엔 나도 잘 모르고 욕했지만 유아인이 억울한 부분이 있다면 밝혀야 한다고 생각합니다,2025-06-01T09:06:11Z,0,0.0,,False
@GoodGGoooddGood,너무 대놓고 주성치감성 ㅋㅋ,2025-06-02T17:16:41Z,0,0.0,,False
@개돼지-s8z,오개쩐다 ㅋㅋ,2025-06-01T05:54:46Z,0,0.0,,False
@Kisha-03,참고로 이재인 내친구야 10년 친구,2025-06-01T04:22:51Z,0,0.0,,False
@juya901,ㅋㅋㅋㅋ아 개웃기넹,2025-06-06T20:03:55Z,0,0.0,,False
@조지나-k4t,왜 이제 봤을까 진짜 개웃김..,2025-09-28T01:06:54Z,1,0.0,,False
@Ryan-h7n,아니 근디 540 아니고 900이고 심지어 뭔 회전발 자세가 뛰어옆차기야.....아니 뭔 말되안돼는 ㅠㅠㅠㅠ,2025-06-05T07:29:18Z,0,0.0,,False
@용팔이-r3d,흡수면 흡수지 왜 힘도쎄짐?,2025-06-05T00:39:43Z,0,0.0,,False
@구너오휘,나 이런 영화 좋아 보고싶어😊,2025-05-31T07:00:05Z,0,0.0,,False
@방구석게이머-00,ㅈㄴ 재밌을것 같은데?,2025-05-31T00:03:14Z,0,0.0,,False
@my-coolcool,유튜브에서 본 내용이 영화의 90프로 본거임.... 에휴우,2025-06-13T12:28:23Z,2,0.0,,False
@개포반포마포-e2c,드길보세요~,2025-06-16T02:44:51Z,0,0.0,,False
@bbulikim7460,개웃곀ㅋㅋㅋㅋ,2026-01-18T04:47:39Z,0,0.0,,False
@thekings6707,내가 이걸..영화관에서 보다니 ㅠ,2025-06-04T10:22:35Z,1,0.0,,False
@김이안-y9e,왜 유아인은 안나와요?,2025-06-07T13:12:04Z,0,0.0,,False
@호돌이1234,영화 다 봤다,2025-06-02T07:07:54Z,0,0.0,,False
@kimjeong-hoon9771,푸.. 스로...다?,2025-06-02T04:55:43Z,0,0.0,,False
@뵤-n6n,…? 유아인이 나온다고요? 티비에..?,2025-06-06T17:01:50Z,0,0.0,,False
@LMAozen-w3d,유아인씨는 왜 안나오지? 능력 지렸던데.,2025-06-15T15:25:42Z,0,0.0,,False
@tv-uv2dw,어제보고왔음,2025-05-31T10:41:24Z,0,0.0,,False
@아-r5w-k4k,흡수하는 사람은 죽은 거에요?,2025-06-04T18:46:56Z,0,0.0,,False
@안녕-z7l7v,뭔데 재밌어보이냐 ㅋㅋ,2025-06-08T12:54:22Z,0,0.0,,False
@엔터-q8f,재밌응,2025-06-06T13:21:26Z,0,0.0,,False
@각성-x7n,그런데 ...장기 기증자는 저런 여러 초능력이 있는데   왜??? 죽었지~??<br>다 모이면 정상으로 돌아가는 건가~?!,2025-07-16T09:41:16Z,0,0.0,,False
@릴-g3d,뭐냐 소림태권이냐?,2025-06-13T00:04:41Z,1,0.0,,False
@jeno3445,미지랑 수호나오네,2025-06-06T04:08:17Z,2,1.0,,False
@syahn_88,호수...🥹,2025-06-06T06:50:42Z,1,,UgyOHYv6LlfgjOM_Hyh4AaABAg,True
@zzake,핑크맨?,2025-06-03T05:34:38Z,0,0.0,,False
@syk5472,태평동?,2025-06-12T04:06:57Z,0,0.0,,False
